Review,Rating
в сравнении с асусом зенфоном 5 этот молодец. асус жил своей жизнью к сожалению.,4
"Недавно купил чехол за 5 000, хотел шестёрку купить, но было жалко выкидывать такой дорогой чехол, купил SE, идеально сидит, ОЧЕНЬ ДОВОЛЕН!",5
Очень доволен данной моделью,5
"Были бы в продаже, купил бы снова",5
"В размере ему конкурентов нет, отличные фото и видео, ios чудо.
Apple молодцы.
Нужно сразу брать Apple TV.",5
"Отличный элемент экосистемы Apple, значительно лучше IPhone 5s / 6. Низкая цена за РСТ с официальной гарантией Apple 1 год + 1 год по ЗПП.",4
Все устраивает,4
"Заказывал в Минск, доставили оперативно, была задержка на 3 дня, но это скорее ошибка API службы доставки, которая неверно посчитала сроки доставки.",5
Вообщем советую,5
"Отличное соотношение цена-качество, удобный размер.",5
"В целом, модель очень хорошая, идеально подходит для знакомства с продукцией Apple. После Android-устройств разница видна сразу же.",4
"В общем неплохое устройство.Использую как пару к 5,5 дюймовому,для звонков и почты.Брать можно,но денег он своих на самом деле не стоит.",4
"Этот смартфон для любителей ""классики"". Кому нужен маленький и удобный дисплей. 
В целом, рекомендую!",5
Через 1.5 года использования стал борохлить lightning разъём,5
Лучший из всех что был,5
"До этого был iPhone 4. Прослужил мне верой и правдой 7 лет, ничего не сломалось, а этот меня уже пугает",3
Размер - его плюс и его же недостаток. Как единственное устройство для просмотра интернет контента - будет неудобно. В связке с планшетом - отлично.,4
На  Андройд 10 лет. Не вернусь.,5
"На iOS 10.3.3 может жить 2 дня, но при покупке у меня был iOS 11, который за 2 часа активного экрана разряжается",5
"Android девайсы - дешего и сердито, а главное функционала больше!!!",3
"Не берите устарел морально и физически, реальная цена не более 10к да и то за яблочко, любой китаец и быстрее и работает лучше, собран качественнее.",2
"За свою цену это идеальный iPhone.Все приложения запускаются моментально.Телефон хорошо лежит в руке, не выскальзывает в 6/6s и более новые.",4
Отличный телефон за свои деньги - все на уровне и это великолепно!,5
"В целом аппарат отличный, работает хорошо, своих денег стоит (18500).Могу рекомендовать к покупке.",5
Хочу подметить наличие триде тача тоесть отпечатка пальца надёжная защита,5
Да так вроде нормальная звонилка ! Звонки и смс отправляет ! Большего мне не надо! Но если найду нормальный кнопочный телефон однозначно поменяю!,4
"Поменяла свой 5s и в общем не жалею. Привыкать не пришлось, но современные функции вроде оплаты покупок через эппл пэй получил.",4
"приятное устройство в проверенном временем корпусе, для 2018 года за свои деньги работает быстро и безпроблемно.",5
"Покупал после самсунга, в сравнении с ним это небо и земля.",5
"И что теперь делать, когда кончилась память, и взять ее неоткуда?(",5
"Телефон просто замечательный! Особенно радует, что apple не сотрудничает с роскомнадзором)",5
Apple умеет удивлять но у неё сейчас не лучшее времена как всегда бывает компании гиганты склоны к развалу.,5
Идеальная покупка! Идеальный подарок! Идеально для любителей небольшого форм-фактора!,5
"в кармане таскать самое то! есть 2 смартфон, но его таскаю в сумке))",5
"Телефон отличный, можно смело рекомендовать!",5
"Он не стоит своих денег более, чем это может показаться.   Не рекомендую как основное устройство.",1
Смартфон определенно стоит своих денег.,5
До этого пользовался только андроид и сейчас пользуюсь на планшете Нексус) Андроид опережает айос в плане виджетов и всяких фишечек-настроек.,4
"Для людей, кто немного сидит в интернете и не играет в игры телефон просто клондайк, но для других все таки лучше андроид",4
"Был и 4 и 6, но 5 самый лучший, служит 2 года, программы не лагают, размер компактный... МЕЧТА!",5
Оправдал мои ожидания на все 100%Доволен покупкой.,5
"Вышло очень дёшево, доставил курьер в идеальном состоянии в заводской пленке. Оригинал!",5
Как второй телефон сойдет,5
"Всем мира, добра и доступный телефон каждому! Да, услышат меня босы эппл)",5
"За такую цену , сейчас можно приобрести много хороших альтернатив. Но с apple слезть тяжело из-за «чистоты» в приложениях телефона .",4
От телефона в восторге! Рекомендую однозначно!,5
"Практически единственный на рынке достаточно мощный смартфон небольшого размера, который не боишься выронить из рук.  Хороший экран, звук.",5
"Цена на озоне несколько ниже, чем в других магазинах",5
Поддержите все Джобса )),5
"Отличная модель для всех кто хочет телефон до 20 тыс. рублей. Идеален для тех кто долго использовал 5, 5s.",5
"Советую всем брать в плеер второй телефон покупаем там, продавец как всегда не подвел",4
"Все неплохо, но переживаю за долговечность центральной кнопки
и боюсь попортить корпус - приходится носить в чехле.",5
"В целом очень приятное устройство, менять ни на что пока не хочется, главное иметь павербанк.",5
Топ за свои деньги,5
"Я считаю ,что это действительно хорошее продолжение пятой серии айфонов.",5
"Никому не советую, купил и перепродал знакомому фанату эпл.",2
"Нужен был надежный и быстрый (для приложений) телефон, в то же время не нужен большой экран и высокая производительность (в игры не играю)",5
Используется как второй телефон для рабочих звонков и электронной почты,5
"красивый дизайн, быстродействие, достойная машинка.",5
"Перестал работать микрофон.  Заменили на новый. В целом аппарат очень хороший. Тонкий, быстрый, камера хорошая, достаточно памяти.",4
"У жены меизу - полный глюк, покупали одновременно, мой хонор работает как часы, правда на 5т.р. Дороже",5
Привлекло что в офф магазине в нагрузку были наушники и трекер.,3
купили с зорошей скидкой на Озоне. за полгола использования нареканий не выявлено.,5
В общем доволен.,4
"Это подарок. Хоть человек и старался угодить, зная, как мне нравится фотографировать на телефон, выбор был, очевидно, неправильный.",1
"Очень хороший смартфон. Если вы после Xiaomi, то вы получите новый опыт от использования смартфона.",5
Советую к покупке однозначно.,5
"Вообще так то телефон сносный но цена ему 20 тысяч не больше, оооооочень много недостатков прошивки, и воооооообще не нужных функций.",1
"магазин нравится, доставка быстрая.",5
"покупал на старте продаж, подарили в подарок беспроводные наушники и фитнес трекер. Беспроводные наушники от хонора- это просто бомба!",5
"Брал 3 мес. назад за 24к, остался очень доволен. Долго думал стоит его брать или нет, и все таки взял и не пожалел,",5
"Не прям яркий экран на солнце, пользоваться хватает, а вот смотреть видео или играть, то уже нет. Все отлично, рекомендую всем.",5
"В общем телефоном довольна, советую к покупке",5
"Телефон шикарный, брать однозначно стоит. Только позаботьтесь о хорошем чехле с защитным стеклом, ибо я уже добегался)",5
модель отличная,5
"Я очень доволен покупкой,надеюсь этот аппарат не разочарует и продержится больше года. В игры я особо не играю,но мне кажется не для игроманов.",5
Все хорошо кроме камеры может допилят в обновах,1
Сравнил фото с айфон и самсунг старых моделей 5 летней давности. Фотки гораздо лучше получаются. Короче Китайщина и все,3
Прикладываю фото с камеры,4
"Аппарат супер,у меня в синем цвете, очень круто переливается градиент.",5
"Отстой, надо менять.",3
За свои деньги - супер! Камера делает великолепные фото!,5
Телефон классный. Рекомендую.,5
(до этого был идол 3 от Алкателя),5
"Телефон называется флагманом, но есть существенные недостатки. По-моему, покупать его за 27 тыс. не стоит, лучше подождать, когда подешевеет.",3
Предыдущий телефон был Samsung. Им довольна была больше.,3
"Внешний динамик достаточно громкий, есть слегка басы. Разговорный четкий, hd voice есть, без избытка низов.",5
"Зарядка 4,5А заряжает полностью чуть больше часа. Заряда хватает при средней эксплуатации на полутора суток.",5
"Очень крутой смартфон 5,8 дюймовый смартфон на компактном размере",5
"Цвет: ледяной серый. 
Дата производства: 05/18. 
Время владения: 1 месяц. Прошивка: 130.
Предыдущий телефон: Oneplus X.
Мнение: о покупке не жалею.",4
№ заказа:  5020959412,4
В целом очень крутой телефон за свою цену. Почти что флагман),5
берите не думайте зеленый просто сочный,5
"Аппарат брали сразу же как появился, брали за 26 в подарок наушники jbl e45bt. Считаю что денег своих явно стоит если с подарком.",5
"Можно брать, если цена устраивает, т.к. соотношение цена-качество всё-таки хуже, чем у 9 лайт, к примеру",5
Идеальный телефон во всем,5
"В принципе, достойная модель за предложенную сумму, рекомендую. Пока нареканий никаких, надеюсь, не будет и впоследствии.",4
Очень хороший аппарат за свои деньги.,4
Компания дистанцируется как может от гарантийных обязательств.,1
До обновления была очень плохая связь. Может и батарею исправят с обновлением. Будем ждать... А если брак?,3
Одним словом советую.,5
"аппарат явно сырой ,недоработанный ,подумываю вернутся на 9 ый Хонор",3
Отлично сбалансирован,5
"Не стоит своих денег, 3бала за такую сумму",3
К покупке рекомендую.,4
"намного  лучше honor 8, рекомендую!",4
"В целом аппаратом, более чем доволен.",4
"Все исправили. Батарея держит 2 дня стабильно. 1 день, если просидеть часов 8 в ютубе",5
Прикольный,4
Лучший вариант за эту цену. До флагмана не дотягивает лишь камерой. Однозначно стоит покупки.,5
"Не ожидал что в комплекте будет идти защитная пленка и силиконовый бампер. жаль что в телефоне нет радио. 
Телефон понравился. Не жалею о покупке.",4
"Телефон в целом очень хороший. Со временем приложения будут адаптированы под экран, камеру возможно исправят.",4
"Очень нравится, что телефон удобно носить в кармане, в частности в джинсах. По сравнению с 5,5 дюймовым - небо и земля",5
"Походила с 6S и решила вернуться к классике. Нравится, что небольшой, нравится, что мощный и стильный, нравится внешне.  Короче, 5 из 5",5
Отличный телефон,5
"за такую цену лучше не купить, а разная китайщина это конечно же проблема тех кто её покупает, тут вы платите за качество и уверенность!",5
Отличный смарт,5
"Перешёл с 5.5 дюймового Андройд смартфона, вы не представляете какой я испытал кайф в удобстве использования. Лопаты уже отвращение вызывают.",5
"Отдельное спасибо за наушники и смарт браслет. Наушники так себе, а вот браслет очень хорош! Намного лучше мибэнда.
Заказ № 5020746972",5
Номер заказа 5020984622.,5
Супер девайс даже при описанных недостатках. Ещё примерно года полтора назад смотрел на поделия Huawei как на г..но. Но текущие их девайсы оч круты.,5
Один брал на оф. сайте с подарками. После пользования недели две решили и жене такой же взять. Довольны оба.,5
Довольна на все 100%.Рекомендую.,5
Камера очень даже ничего),5
"Выбирал из Sumsung A8 и Honor 10.  После поломки зарядки на третий день остался неприятный осадочек..., а то ли я выбрал?",4
"- задняя панель с градиентном цветом - ни холодно не жарко, можно и черный брать- хотелось бы беспроводной зарядки",3
"На световой день хватает, до сна - с натягом, больше 5ч экрана не выживал за день",4
"В целом очень довольна выбранным телефоном. Рада, что появился действительно достойный конкурент яблоку.",5
Не рекомендую тем у кого до этого было apple или Xiaomi,4
"В целом доволен аппаратом, стоит своих денег, если бы еще доработали мелкие недочеты - можно было бы назвать идеальным смартфоном за свои деньги!",5
"перешел с Samsung S8+, у флагмана выгорел за год дисплей и ремонт был по цене как honor 10. Не жалею, аппарат шустрый, живет от батарейки дольше.",4
"при отсутствии SD карты жалею что взял 64гб, надо было брать 128гб",5
Лучший из смартфонов 2018г в своём ценовом сегменте,5
Данный аппарат безусловно стоит своих денег и является лучшим на сегодняшний момент представителем своей  линейки.,5
"Отмечаток пальца и разпознание лица работает хорошо, нареканий нет",4
Телефоном доволен,5
"если вы не гик, берите. норм. мобила",5
"Исправьте в следующих прошивке автофокус на видео .
  № заказа:  5020939382",5
Палец надо сильнее нажимать на сканер. Камеру сравниваю с Nexus 5x (только он сдох) не могу в живую сравнить.,5
"Если не хочется отдавать большие деньги, то p20 lite, сгодится как замена вполне, где то даже и лучше будет.",5
Может быть ко всему новому надо привыкнуть и все будет ок,4
"По сравнению с 8 lite шаг назад, не рекомендую",3
"Телефон супер, перед покупкой вабирал между многими. Но теперь, сравнивая даже с более дорогим сигментом, понимаю-не ошибся.",5
телефон для своих денег отличный если умеете ооочень аккуратно обращаться.,3
На день зарядки хватает,4
В целом довольна! Пользуюсь 3 месяца. За такие деньги это Лучшее! Мои фото получаются лучше чем у мужа на айфоне 6.,5
"Был рад покупкой, советую любителям большого экрана, ставлю 8/10",5
Сплошное разочарование. После флагмана данный середнячок уже не устраивает,3
Телефон хороший и свою стоимость оправдывает.,4
Если не для работы то 5+,3
"В целом за эту сумму приличный телефон, но если бы у сяоми на тот момент были модели с NFC то хонор отошел бы на второй план.",4
После 5 месяцев использования погнулся телефон и отошёл экран,3
Приобрёл в связном по заказу номер 48540470 отличный аппарат,5
"В своей ценовой категории достойная модель как по качеству, так и дизайну",5
Бампер снял - теряется весь шик.,5
"За эти деньги неплох, но не лучший вариант",3
"Остались подарки))) Трипод 2 в 1 и зарядное устройство на 13000-подарю дочерям) Мог купить в днс по той же цене,но на оф,сайте приятней!",5
Берите не пожалеете.,5
Никому не отдам.Общие впечатления замечательные,5
"покупал себе в прошлом году хонор 8 лайт, за год пользования показывает себя только с лучшей стороны. сейчас купил жене 9 лайт, не нарадуется",5
Отличный смартфон с хорошей камерой!,5
"Телефон шикарный ,  стильный , шустрый,  производительный.
Всем рекомендую!!",5
Можно советовать. За свои деньги очень даже позитивный аппарат.,4
В целом телефон хороший. Синий цвет очень красивый..,4
"В комплекте был чехол, что порадовало",4
сбалансированный неплохой аппарат с доступной ценой. камеры и экран на 3 из 5. в общем своих денег стоит,3
"Самое печальное это батарея, есть небольшие косяки с софтом.",3
Лучше бы взял самсунг гэлакси А.,3
был honor 5a перешел на p9 lite и эмоции только положительные,5
"Рекомендую к покупке, в официальном магазине дают классные подарки.",4
"Последние несколько лет пользовался телефонами А серии от самсунга. Решил попробовать китайца, понял что зря. Хочу обратно самсунга.",2
Покупкой очень доволен,5
Honor 9 lite 32 gb Blue,5
Батарею бы получше,5
"Не в первый раз беру телефон Huawei и остаюсь довольна. :)
спасибо продавцу.",5
"Взял себе Honor 9 lite в синем цвете, смотрится просто шикарно, красивый смартфон конечно, не хочется даже чехол на него надевать.",5
"За такие деньги (15000 руб.) это единственный вариант для меня. Полностью доволен, несмотря на плохую камеру.",5
"Отличный смартфон, красивый, приятно лежит в руке, использую 3 месяца - не разочаровалась .",5
"Приятен в использовании! Я пользуюсь им менее месяца, поэтому",5
"В целом - отличный аппарат, но для игр его можно использовать только возле розетки. Хотя, это ж всё - таки телефон...",4
Нет в продаже белого цвета и варианта с 64 Гб. Отвратительно!,4
В целом доволен! ниже фотки с телефона. чтоб не описывать камеру. жаль видео нельзя тут выкладывать,5
Меня полностью устраивает. Качество изображений отличное. Я всем довольна,5
"купил по совету друга, не пожалел.",5
"Если исключить поломку аппарат отличный, но отношения сервиса ставят крест на общении с маркой.",1
Все остальное просто улет....,4
"купил жене в подарок, еще не юзали. дополню отзыв после эксплуатации
номер заказа ‎4644665",5
"Телефон на 4.9 из 5, из-за камеры",5
"Приятный, красивый телефон, танки идут ништяк, навигация радует скоростью.",5
"Мне оч нравится, но хочу 6 дюймов, буду ждать пока 10 honor подешевеет.",5
"Отличный телефон,эргономичный,эстетичный,отличный вариант по оптимальной цене",5
"Рекомендую к покупке, в официальном магазине дают классные подарки.",4
Дочь рада новому телефону,5
"Рекомендую, этих денег телефон стоит",5
"Сменил с P10 lite. Камера небо и земля. Фотографии качественные, из-за этого и брал телефон.",4
Цена очень завышена.,3
Я Б посоветовала honor 8. Камера более чёткая. Глюков нет совсем в отличие от этой модели.,4
Хороший телефон за свои деньги,5
"покупал для жены на день рождения , ей очень понравился!",5
Всё родственники уже пользуются Honor. Я 5 год. Очень доволен качеством продукции.,5
"Достойный, доволен",5
"Выбирал между HONOR 9 Lite и iPhone SE. Решил взять HONOR 9 Lite. Очень доволен своим выбором.P. S. Ещё раз убедился, что iPhonе - полнейшая дрянь!!!",5
"Брать можно, если есть только 15.000 руб) есть возможность добавить, ищите альтернативу",4
Хотя предположу что телефон за 14 тысяч ну так себе,4
С 2012 года пользуюсь продукцией этого производителя и не собираюсь сделать выбор на других.,5
"Телефон не плохой, чудес конечно не ждите, но если купите то не разочаруетесь)",5
"в принципе телефон бомба, крутой",5
В целом после виндовс 8 просто огонь. Выглядит стильно. Брал за 13. Доволен.,5
Супер вообще. Купил такой же маме,5
Доставка работает чётко. Заказал вечером привезли через сутки в обед. Главное укажите правильно индекс и адрес.,5
В целом покупкой очень доволен,5
"нравится телефон, постараюсь остаться с ним, не знаю пока что  сервис скажет",5
"Берите. Добью свой,буду менять на этот же или аналог (к тому времени наверное не актуален будет).",5
"Покупал в подарок девушке в сапфировой расцветке.  Красивый, весь переливается, солидно выглядит, просто приятно держать в руке.",5
Брал за 15 тысяч с пульсометром в подарок на официальном сайте.,5
"В целом телефон норм, но рекомендовать его не буду.",4
"В комплекте был чехол, что порадовало",4
"Добрый и простой курьер, без заскоков. Только за это хочется заказать, что нибудь ещё.",5
Доволен покупкой,5
"Удобный, хорошо лежит в руке, экран большой, что мне и нравится, по цене устраивает",4
"Телефон супер, перед покупкой вабирал между многими. Но теперь, сравнивая даже с более дорогим сигментом, понимаю-не ошибся.",3
Советую к покупке.,5
"Honor 9 lite 32 gb Blue. Нравится больше, чем MOTO G5s и Xiaomi Redmi 4x.",5
"красивый, легкий, удобно лежит в руке",5
"Достойный, доволен",5
Смартфон полностью соответствует соотношению цена-качество.,5
"Покупкой доволен, всем рекомендую.!",5
Впечатления от смартфона только лишь положительные. Рекомендую.,4
"Недостатки несущественны , а телефончик супер . Рекомендую всем ! А стоит то всего 10 000 ! Забыл сказать : в руке удобен .",4
номер заказа 47022614,5
"Мой первый китаец, и разочарование. Следующую модель брать не буду.",3
"Не показывайте яблочникам, а если покажете, то не называйте цену- берегите чужие нервы.",5
Очень доволен. И отличная камера,5
Телефон очень понравился. Советую.,5
"Хорошенький телефон, покупал в подарок, сюрприз удался...",5
"Пользуюсь уже год. По моему совету такую же модель взяли 2е знакомых, так же в восторге",5
48216618,5
В принципе если не слушать музыку отличный аппарат и притом очень красивый!,4
"Смартфон стоит своих денег. Это самый лучший вариант из данного ценового сегмента. Берите, не пожалеете!!!",5
"быстрая доставка, бережная упаковка, рекомендую",5
Отличное соотношение цены и качества!,5
Дермище,2
"Был бы OLED дисплей и получше звук в наушниках, был бы идеальный телефон. Сравнивал с Nokia 6 и IPhone SE",4
"Надеюсь что honor выпустит смарт с подобными характеристиками и подобной ценой, но более высокой автономностью",5
в семье два таких телефона оба пользователя довольны данным аппаратом рекомендую к покупке..,5
"Очень нравится, рекомендую.",5
"Отличный телефон, ни дня не жалел, что купил, заряд держит два дня при активном использовании.",5
"Телефон устраивает, особенно долгоживучестью аккумулятора ! Не разу не пожалел.",4
"Я могу сказать точно, что этот телефон очень крут за довольно-таки маленькую цену.
P.S. На данный момент является хитом продаж!",5
"обновлял прошивку до смой последней, телефон так и не захотел ""видеть"" устройства с nfc .не ожидал такого ""качества ...""  от ASUS.Жалею о покупке",3
"По субъективному ощущению аппараты 5"" - 5,5"" оптимальны. До этого был Xiaomi Redmi 4 pro, по сравнению с ним ZB602KL кажется громоздким.",4
Рекомендую,5
Телефоном очень довольны.,5
"NFC работает только если точно поднести к антенне, которая находится в самом верху телефона (пол карты должна вылезать за телефон).",5
В целом телефоном очень доволен. Очень приятный в использовании.,5
"Я бы себе взял данный телефон и посоветовал другим,за данную сумму у него нет конкурентов с NFC,проблему бесконтактной оплаты думаю скоро исправят",4
Более менее стало ..но лучше брать или огрызок или гнусмас все таки !,3
"В игры не тестил,слышимость при разговоре хорошая,удобная функция наличие NFC,",4
"В полное неплохо, на фоне конкурентов.",4
"Достойный аппарат, в самом деле МАКС.",5
лучше только mi max2,5
"выбор пал из-за батареи, брал 2 шт, себе и жене, не жалею.",5
Хороший среднебюджетный смартфон,5
не рекомендую,3
хорошый телефон за свои деньги,5
Я доволен этим смартфоном.,5
Берите...берите и не пожалеете,5
"Я конечно капризный, но этот отзыв именно для таких как я. Чтобы зря не тратили время и не рвали упаковку). А в остальном смарт зачетный!",5
Отличный смартфон за 14000руб лучше нет.,5
"Если нужен обычный хороший и добротный смартфон для работы и развлечений, то этот годится.",5
"Надо брать, так как аналогов на сегодня по стоимости и качеству исполнения просто нет. Довольны покупкой на все 100%!",5
"Пользуюсь интенсивно уже 2 месяца, работает стабильно, никаких проблем не замечено.",5
"Асус попытался выпустить нормальный бюджетник, но получилось у них только испортить воздух. И остатки своей смартфоной репутации.",1
Отличный аппарат и достаточно не дорогой за такую начинку,5
"В качестве запасного, когда нужен большой ресурс батареи и не жалко выкинуть, вполне неплох.",5
Рекомендую. Цена и качество,5
"Из-за отсутствия сертификации был возвращён в магазин. Перед покупкой почитайте ветку на 4pda, чтобы быть готовыми к сюрпризам..",2
"Некоторые мелочи расстраивают, но за свою цену аппарат очень приятный.",4
"Не пожалел что взял. Может сейчас не так актуален, но мне нравится.",5
"В целом ощущение от телефона положительное, соотношение цена/ качество хорошее",5
вот что меня решительно взбесило - 32GB говорите? по факту - 22 gb доступно и 2 занято,4
"А вообще мне понравился смарт , но снова я бы его не купил",4
"Сразу прилетело два обновления, проблем нет. За такие деньги на данный момент альтернативы нет, если хотите качественный смартфон.",5
"В целом качеством, функционалом и производительностью доволен. как в руке и как работает -тоже гуд. Осталось пожелать обновить оболочку .",4
"Если бы не камера и недостатки, связанные с отсутствием родной оболочки asus zenui был бы огонь  а так 3-",2
Рекомендую всем. Лучший выбор 2018 года!,5
"По совокупности, хороший аппарат и стоит вменяемых денег. Если бы еще исправить первые три недостатка.",4
"надеюсь, комментарий будет вам полезен/при покупке с продукцией повезёт больше чем мне.",2
"Даже не знаю, в следующий раз взял бы его или одноклассников.",4
нужен был телефон с nfc...работать с оплатой стал после трёх обновлений....обновы пришли по воздуху три подряд... вообще что хотел то и получил !,5
адекватный телефон с неплохим железом и автономностью.,4
"Телефоном доволен более чем.
Зависаний небыло. Камера средняя, днём снимает удовлетворительно, а ночью... ну так себе.",5
"Хороший аппарат, наверное недооцененный народом.",4
"Стоит брать, если вы предельно аккуратный человек и вам не нужен Wi-Fi. В остальных случаях, как и в моем, - выброшенные деньги.",2
Лучший до 20000 руб.,5
"не всегда с первого раза распознает лицо (может быть,это моя вина)",5
Пушка,5
Смартфон отличный. Не пожалела о своем выборе. Могу рекомендовать,5
"Даже не знаю, в следующий раз взял бы его или одноклассников.",4
"Считаю, за такую цену оптимальный вариант.",5
"покупайте в этом магазине ,  привозят быстро , хороший персонал",5
Производителю за соотношение Цена-Качество-Возможности RESPECT.С удовольствие пользуюсь сам и рекомендую аппарат к покупке.,5
Берите лучше сяоми.....,3
"Ютуб просто завален положительно-приторными обзорами этой модели.
Видно что большая часть бюджета ушла в маркетинг, а не в тестирование и доработку.",1
"Советую брать ,очень годный аппарат за свои деньги ,хоть и не Xiaomi :D",5
Не нарадуюсь уже несколько месяцев на него.,4
брал за 10839 рублей. За эти деньги аппарата лучше не найти. Советую.,5
"Сначала подумал - большой. Оказалось, почти такой же, как и 5.5-дюймовые модели.Подошёл ему чехол от Самсунга.",5
В целом модель понравилась. Не жалею о покупке (если только из-за слишком большого экрана).,4
За эти деньги отличный телефон,5
"Стоит не знаю ,лте может быть ,но если иногда нужен фотоаппарат леон лучше в этом плане",5
"В качестве контроллера для Just Dance неплохой, можно на нём набирать 12 и 13 тысяч очков, как обычный телефон - на троечку.",3
"Так надоел,что решила поменять,хотя еще работает.",3
"Относился к смартфонам довольно иронично, так - безделица, игрушка...
Сравнивать не с чем,опыта не имею. Не ожидал, компьютер в кармане.",5
Вообщем за такие деньги нормальный. Работает отлично если б не глюки тач скрина всё было бы просто оьлично,3
"Настоятельно рекомендую тем, кто хочет поменять свой телефон.",5
Никаких шумов в динамике - все нормально,5
Заказ 32263826,5
Не рекомендую покупать данную модель.,1
"Плохая модель из за тачскрина,он либо вообще не чувствует нажатий либо живёт своей жизнью.",2
нету,4
Думаю за такие деньги отличная модель.,4
Телефон своих денег не стоит. Очень посредственный китаец.,3
"Если отталкиваться от цены, то да, он неплох...",3
"все отзывы какие-то одинаковые, ощущение, что под копирку пишут.
только в одном отзыве указано, что есть шумы при разговоре.",3
Этот телефон не стоит этих денег.,2
Для адекватного человека отличный выбор.,5
"Отличный изящный крепкий телефон. С удовольствием снимаю видео и слушаю музыку, общаюсь в сетях. Всегда под рукой, даже в походных условиях",5
При такой цене и таких понтах изготовить такую фигню - это большое разочарование в любимой марке.,1
